"recommendationid","steamid","num_games_owned","num_reviews","playtime_forever_min","playtime_last_two_weeks_min","playtime_at_review_min","last_played","language","review","timestamp_created","timestamp_updated","voted_up","votes_up","votes_funny","weighted_vote_score","comment_count","steam_purchase","received_for_free","written_during_early_access","hidden_in_steam_china","steam_china_location"
"223885745","76561198757977171","34","2","798","14","798","1776914252","english","AWFUL","1776913723","1776914224","False","0","0","0.5","0","True","False","False","",""
"223885889","76561199026737353","0","1","6982","726","6824","1776955684","english","This is the tactical shooter game you want to be playing. The game is free to play, prime is really good if you cant afford it it is a one time buy and you keep getting weekly drops for playing the game. I will recommend the game.","1776913932","1776913932","True","0","0","0.5","0","True","False","False","",""
"223886022","76561199853038755","1","1","40335","3301","40181","1776928420","english","So good ♥♥♥♥","1776914130","1776914130","True","0","0","0.5","0","True","False","False","",""
"223886066","76561199769979821","0","1","358","166","191","1776933676","english","goood
","1776914194","1776914194","True","0","0","0.5","0","True","False","False","",""
"223886209","76561199125913419","0","1","5978","1007","5978","1776869460","english","░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░
░░░░░░░██████╗░███████╗██████╗░░
░░██╗░░██╔══██╗██╔════╝██╔══██╗░
██████╗██████╔╝█████╗░░██████╔╝░
╚═██╔═╝██╔══██╗██╔══╝░░██╔═══╝░░
░░╚═╝░░██║░░██║███████╗██║░░░░░░
░░░░░░░╚═╝░░╚═╝╚══════╝╚═╝░░░░░░
░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░
░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░
░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░","1776914426","1776914426","True","0","0","0.5","0","True","False","False","",""
"223886237","76561198957786180","0","1","18544","1205","18264","1776941803","english","good game or bad game, idn","1776914477","1776914477","True","0","0","0.5","0","True","False","False","",""
"223886260","76561199571983393","0","1","61737","1215","61687","1776918955","english","LoL  nothing to say. Great anchi-cheat keep it up VALVE","1776914510","1776914510","False","0","0","0.5","0","True","False","False","",""
"223886287","76561199600909105","0","2","4592","1666","4592","1776872654","english","If you are into CBC you will love counterstrike, I could have had the best day of my whole life and the nanosecond steam opens counterstrike it drains all the joy and positive energy from my body, I will be playing this for another 100 hours","1776914544","1776914846","False","0","0","0.5","0","True","False","False","",""
"223886741","76561198870702075","0","15","2842","1697","2604","1776952245","english","better than siege","1776915256","1776915256","True","0","0","0.5","0","True","False","False","",""
"223886822","76561198736411272","0","1","10358","1645","9904","1776956445","english","gsahj","1776915384","1776915384","True","0","0","0.5","0","True","False","False","",""
"223886917","76561198211872223","218","15","18401","608","18401","1776915461","english","can be the most fun or the most depressing game of your life, really affects my life after a horrific loss","1776915525","1776915525","True","0","0","0.5","0","True","False","False","",""
"223886923","76561199104791497","1","1","4342","909","4338","1776917048","english","best game bruv","1776915539","1776915539","True","0","0","0.5","0","True","False","False","",""
"223887553","76561199123244781","0","1","15119","2514","15006","1776933589","english","Great and sad game","1776916591","1776916591","True","0","0","0.5","0","True","False","False","",""
"223887746","76561199788471427","0","1","21604","313","21487","1776951024","english","Simple , competitive and no superfluous abilities. The game's been in constant improvement since the ages.  The success of the game is very much obvious by the amout of players in-game everyday. Nothing is more dope than having CT and T fighthing against eachother without ass abilities. This game demands pure aim. I enjoy this game and play on a daily basis.","1776916897","1776916897","True","0","0","0.5","0","True","False","False","",""
"223887784","76561198862485973","0","5","15846","337","15802","1776920862","english","trash teammates","1776916968","1776916968","False","1","0","0.478073328733444214","0","True","False","False","",""
"223888028","76561198078037805","171","17","23113","4603","23113","1776903046","english","This game is slowly destroying my mental health.","1776917367","1776917367","True","0","0","0.5","0","True","False","False","",""
"223888232","76561199047561337","48","7","2314","1157","2311","1776917944","english","yes","1776917757","1776917757","True","0","0","0.5","0","True","False","False","",""
"223888327","76561199237718219","20","3","33362","3782","33177","1776951445","english","vewy vewy kool game but tooooo many chweaters
","1776917911","1776917911","True","0","0","0.5","0","True","False","False","",""
"223888328","76561198777702773","0","1","2395","551","2393","1776956384","english","anime queers and commie ruffians. nothin but.","1776917916","1776917916","False","0","0","0.476190477609634399","0","True","False","False","",""
"223888811","76561199040612736","50","1","15089","8703","14657","1776956435","english","Nice game","1776918816","1776918816","True","0","0","0.5","0","True","False","False","",""
"223888852","76561199828203376","0","2","716","668","460","1776945051","english","FUN
","1776918889","1776918889","True","0","0","0.5","0","True","False","False","",""
"223889065","76561199218474927","2","2","27631","1458","27631","1776918215","english","Lovely!","1776919267","1776919267","True","0","0","0.5","0","True","False","False","",""
"223889353","76561199644128651","8","1","7012","106","6905","1776932620","english","nice","1776919750","1776919750","True","0","0","0.5","0","True","False","False","",""
"223889633","76561199769541132","6","1","16368","786","16308","1776956364","english","CS:GO > CS2","1776920252","1776920252","True","0","0","0.5","0","True","False","False","",""
"223889928","76561198789134610","0","1","6139","2840","6011","1776955585","english","very interesting game to pass time 
","1776920736","1776920736","True","0","0","0.5","0","True","False","False","",""
"223889977","76561199736001531","0","1","724","278","652","1776940288","english","I was always skeptical about this game purely because i found it boring. After 10 years I finally gave it a go and now im hooked. I was missing out on this game when i was younger. I defenitly reccomend this game to others.","1776920820","1776920820","True","0","0","0.5","0","True","False","False","",""
"223890312","76561198173396061","0","13","9010","39","8971","1776923785","english","its good i guess","1776921428","1776921428","True","0","0","0.5","0","True","False","False","",""
"223890411","76561199184597707","0","1","9219","990","8969","1776956020","english","A good FPS game yall should play tbh","1776921607","1776921607","True","0","0","0.5","0","True","False","False","",""
"223890469","76561199878006880","0","1","820","458","688","1776956379","english","suka blyat","1776921728","1776921728","True","0","0","0.5","0","True","False","False","",""
"223890477","76561198720809859","6","1","1481","1236","1461","1776922097","english","Spawn die spawn die spawn die still better than valorant","1776921741","1776921741","True","2","0","0.545454561710357666","0","True","False","False","",""
"223890591","76561198783552115","3","1","33656","190","33656","1776212723","english","nice game fu*k Anti cheat","1776921967","1776921967","True","0","0","0.5","0","True","False","False","",""
"223890904","76561198285358744","79","2","40727","496","40727","1776870818","english","Should've been a goated game, if it weren't for the cheaters.","1776922593","1776922593","False","2","0","0.538461565971374512","0","True","False","False","",""
"223891507","76561199811234356","0","1","14241","7444","14190","1776926774","english","good","1776923721","1776923721","True","0","1","0.5","0","True","False","False","",""
"223891573","76561199569436072","37","2","7496","506","7496","1776923729","english","cheater strike 2","1776923860","1776923860","False","0","0","0.5","0","True","False","False","",""
"223891948","76561199057090515","38","4","36453","1670","36344","1776939148","english","csgo is better","1776924560","1776924560","True","0","0","0.5","0","True","False","False","",""
"223891951","76561199762452860","0","1","31857","4608","31777","1776940334","english","like","1776924564","1776924564","True","0","0","0.5","0","True","False","False","",""
"223892039","76561198352226849","0","3","46726","3027","46722","1776925270","english","♥♥♥♥ no","1776924712","1776924712","True","0","0","0.5","0","True","False","False","",""
"223892048","76561199593204812","0","1","7108","1002","6948","1776935286","english","It is something to do ig","1776924724","1776924724","True","0","0","0.5","0","True","False","False","",""
"223892121","76561199144470488","0","4","25044","528","25008","1776938099","english","best pewpew game","1776924878","1776924878","True","0","0","0.5","0","True","False","False","",""
"223892210","76561198260555531","0","2","55388","115","55388","1776780939","english","LOVEEEEEEE <3","1776925038","1776925195","True","0","0","0.5","0","True","False","False","",""
"223892640","76561199473319208","0","1","1768","121","1768","1776893893","english","no","1776925859","1776925859","False","0","0","0.5","0","True","False","False","",""
"223892951","76561199093955713","0","3","664","440","444","1776939584","english","""no one on your left"" -Edward Herman","1776926470","1776926470","True","0","0","0.5","0","True","False","False","",""
"223893175","76561198877390545","0","1","39541","906","39533","1776948743","english","no anticheat","1776926932","1776926932","False","0","0","0.5","0","True","False","False","",""
"223893376","76561199494400322","0","1","99472","2759","99196","1776955827","english","cheaters","1776927324","1776927324","False","0","0","0.5","0","True","False","False","",""
"223893399","76561199124383948","22","5","305","65","239","1776933353","english",".","1776927375","1776927375","True","0","0","0.5","0","True","False","False","",""
"223893551","76561199016464671","11","3","1861","400","1801","1776931301","english","friendly ppl :)","1776927711","1776927711","True","0","0","0.5","0","True","False","False","",""
"223893651","76561199492756755","0","2","1561","930","1561","1776925133","english","I like this game i came from valorant and i like having european people yell in my ear words i dont understand and team flashing everyone i queue with.","1776927888","1776927888","True","0","0","0.5","0","True","False","False","",""
"223893661","76561198721729519","0","1","269","87","269","1776927914","english","good gamei like it","1776927926","1776927926","True","0","0","0.5","0","True","False","False","",""
"223893665","76561198107280500","0","1","97105","5297","97068","1776929275","english","IF YOU WANNA BE HAPPY AND HAVE HEALTHY RELATIONSHIPS AVOID THIS GAME AT ANY COST. 
(PS. LEAGUE OF LEGENDS TOO)","1776927927","1776927927","False","1","0","0.523809552192687988","0","True","False","False","",""
"223893840","76561199620422718","8","1","2859","576","2810","1776933245","english","GREAT GAME
","1776928218","1776928218","True","1","0","0.523809552192687988","0","True","False","False","",""
"223893936","76561198026491659","0","7","60011","284","60011","1776928330","english","just hit 1k hours. way better than banging ur dad","1776928392","1776928392","True","0","0","0.5","0","True","False","False","",""
"223894038","76561198717691939","0","1","712","712","657","1776935026","english","THIS GAME MADE ME LEAVE MY WIFE AND KIDS","1776928590","1776928590","False","1","0","0.523809552192687988","0","True","False","False","",""
"223894066","76561199810363513","0","2","1283","877","1264","1776931408","english","it s super fun but it requires patience to understand the mechanics and strategies
","1776928641","1776928641","True","0","0","0.5","0","True","False","False","",""
"223894191","76561199444863311","0","1","9536","803","9395","1776942152","english","nice game but too much cheaters","1776928852","1776928852","True","0","0","0.5","0","True","False","False","",""
"223894251","76561198778811666","0","1","52183","3555","52054","1776947850","english","I got a cooldown for nothing","1776928963","1776928963","False","0","0","0.476190477609634399","0","True","False","False","",""
"223894277","76561199121178067","0","1","21486","137","21486","1776366239","english","Do not recommend","1776929017","1776929017","True","0","0","0.5","0","True","False","False","",""
"223894298","76561199151090349","0","2","4595","180","4595","1776928745","english","yes","1776929050","1776929050","True","0","0","0.5","0","True","False","False","",""
"223894308","76561199296896501","6","1","81269","870","81269","1776886487","english","Foarte bun jocul pana dai de codati","1776929070","1776929070","True","0","0","0.5","0","True","False","False","",""
"223894609","76561199480850832","0","2","12295","4307","12110","1776940453","english","hard
","1776929573","1776929573","True","0","0","0.5","0","True","False","False","",""
"223894621","76561198332486563","187","6","68501","0","68501","1769320703","english","I haven't played recently but this game made my childhood","1776929592","1776929592","True","0","0","0.5","0","True","False","False","",""
"223894671","76561199536960033","0","1","1579","403","1544","1776938280","english","good","1776929699","1776929699","True","0","0","0.5","0","True","False","False","",""
"223894881","76561198062403668","47","1","119283","1207","119202","1776933281","english","cheaters, cheaters everywhere","1776930096","1776930096","False","0","0","0.5","0","True","False","False","",""
"223894931","76561199829351191","0","1","3312","410","3089","1776950222","english","hi
","1776930182","1776930182","True","0","0","0.5","0","True","False","False","",""
"223895051","76561199029067168","0","1","23800","1461","23541","1776955264","english","All players are equally stupid. Fun.","1776930393","1776930393","True","1","0","0.523809552192687988","0","True","False","False","",""
"223895111","76561198716876861","0","1","2850","2850","2640","1776943319","english","tt","1776930509","1776930509","True","0","0","0.5","0","True","False","False","",""
"223895163","76561198879894571","272","57","8362","612","8362","1776930144","english","Terrible, garbage slop. But its fun","1776930612","1776930612","True","0","0","0.5","0","True","False","False","",""
"223895493","76561199229977419","0","5","623","139","623","1776931000","english","angry","1776931210","1776931210","False","0","0","0.485074609518051147","0","True","False","False","",""
"223895514","76561198752019500","1","1","516","1","514","1776933838","english","Le good game, Just le bad trust factor. ):","1776931240","1776931240","True","1","0","0.523809552192687988","0","True","False","False","",""
"223895559","76561199091743018","30","1","2410","163","2410","1776855785","english","very wholessome
","1776931327","1776931327","True","0","0","0.5","0","True","False","False","",""
"223895573","76561199275584842","0","1","7680","2032","7615","1776935242","english","har dafa khelta hon har dafa khud ko torture krta hon
","1776931356","1776931356","False","0","0","0.5","0","True","False","False","",""
"223895665","76561199755755199","0","1","16384","600","16384","1776931494","english","YOUR LIFE WILL BETTER IF U CAN UNINSTALL THIS ♥♥♥♥","1776931538","1776931538","False","2","0","0.535412609577178955","0","True","False","False","",""
"223895712","76561199259175401","19","7","3310","317","3310","1776855899","english","Only thing better than the russians that cant speak proper english is the teammates that miss people standing still","1776931654","1776931654","True","0","0","0.5","0","True","False","False","",""
"223895752","76561199825857642","1","1","13899","2125","13780","1776938804","english","nice","1776931739","1776931739","True","0","0","0.5","0","True","False","False","",""
"223895765","76561199388767964","0","1","4364","2133","4364","1776927137","english","best ad for wall cheats","1776931759","1776931759","True","0","1","0.5","0","True","False","False","",""
"223895899","76561199016833225","0","1","42295","1989","42121","1776944640","english","♥♥♥♥ updates
","1776931998","1776931998","True","0","0","0.5","0","True","False","False","",""
"223895970","76561198765802652","2","1","118","69","48","1776943769","english","I really like this game, but without premium subscribe u cannt play all around are cheaters. So alll I want to say is OLOFMAAAAAAASTER I LOVE U! AND 1 more ИДИТЕ НАУЙ СЫНОВЬЯ БЛДЕЙ","1776932138","1776932138","True","0","0","0.5","0","True","False","False","",""
"223896012","76561199243362626","0","1","5256","2886","5256","1776927503","english","♥♥♥♥♥","1776932204","1776932204","True","0","0","0.5","0","True","False","False","",""
"223896231","76561199334843136","0","1","119217","1983","119143","1776936753","english","SDDASD","1776932596","1776932596","True","0","0","0.5","0","True","False","False","",""
"223896317","76561199184081635","3","1","1923","574","1812","1776939348","english","i actually had fun playing cs shifting from valorant","1776932748","1776932748","True","0","0","0.5","0","True","False","False","",""
"223896341","76561199806683980","16","1","6975","406","6975","1776866181","english","Very gooch👍🏻","1776932795","1776932795","True","0","0","0.5","0","True","False","False","",""
"223896385","76561199388441229","0","2","474","80","450","1776937038","english","having so many russians scream at ur ass for dying once","1776932878","1776932878","False","0","0","0.5","0","True","False","False","",""
"223896390","76561199861262264","1","1","36197","945","36197","1776897011","english","Nice 👍","1776932885","1776932885","True","0","0","0.5","0","True","False","False","",""
"223896830","76561199758420592","1","1","15753","1635","15753","1776887908","english","Crazy 😧","1776933684","1776933684","True","0","0","0.5","0","True","False","False","",""
"223896860","76561198263648305","54","12","3564","189","3377","1776944968","english","gg","1776933739","1776933739","True","0","0","0.5","0","True","False","False","",""
"223896965","76561198331711546","4","1","1342","1342","1077","1776948681","english","★★★★★","1776933943","1776933943","True","0","0","0.5","0","True","False","False","",""
"223897043","76561199735166898","0","1","912","575","836","1776955790","english","very very good","1776934063","1776934063","True","0","0","0.5","0","True","False","False","",""
"223897089","76561199120848067","1","1","47389","312","47339","1776937282","english","lots of cheaters
","1776934142","1776934142","True","0","0","0.5","0","True","False","False","",""
"223897371","76561198733526068","3","1","8804","3838","8540","1776956221","english","csgo better","1776934660","1776934769","False","1","0","0.514925360679626465","0","True","False","False","",""
"223897505","76561199826992829","3","1","8160","0","8160","1775149450","english","Very nice game!","1776934879","1776934879","True","0","0","0.5","0","True","False","False","",""
"223897592","76561199499407929","7","1","61648","2171","61495","1776945951","english","w game
","1776935019","1776935019","True","0","0","0.5","0","True","False","False","",""
"223897669","76561199231290769","11","1","4557","4399","4539","1776936247","english","good","1776935137","1776935137","True","0","0","0.5","0","True","False","False","",""
"223897704","76561199627148904","0","1","101316","4356","101225","1776941184","english","FIX VAC","1776935205","1776935205","False","3","0","0.537366509437561035","0","True","False","False","",""
"223897945","76561198773039465","2","1","14095","1378","13966","1776952839","english","PLS LIKE SDS=JA YMA","1776935630","1776935630","True","0","0","0.5","0","True","False","False","",""
"223898037","76561199072022483","3","1","40761","5854","40429","1776955950","english","grey hair","1776935792","1776935792","True","1","0","0.523809552192687988","0","True","False","False","",""
"223898117","76561198304435808","192","9","53419","1884","53402","1776941945","english","เกมหัวดอ
","1776935965","1776935965","True","0","0","0.5","0","True","False","False","",""
"223898165","76561199835716330","0","2","799","378","783","1776937042","english","ll","1776936054","1776936054","True","0","0","0.5","0","True","False","False","",""
"223898223","76561198321164608","0","9","16483","901","16483","1776827251","english","GOod PUBL1c","1776936144","1776936144","True","0","0","0.5","0","True","False","False","",""
"223898243","76561199806678258","1","1","46171","2575","45957","1776950256","english","666","1776936178","1776936178","True","0","0","0.5","0","True","False","False","",""
"223898376","76561198846744484","34","1","26722","3235","26457","1776956617","english","verry goood game","1776936394","1776936394","True","0","0","0.5","0","True","False","False","",""
"223898483","76561198776415271","9","1","4340","2776","4255","1776940672","english","Very fun game to be one with the mind and very peaceful, you won't get a gambling addiction, and this game is a very educational learning tool that proves to be good with studying. People are very nice in chat and voice chat, and the community is very friendly.","1776936582","1776936582","True","0","0","0.5","0","True","False","False","",""
"223898543","76561198139837234","1","1","63663","4290","63624","1776941077","english","yaw dtgdsdawadwuhanhawdgwaviubajkuy vgfayu.,l","1776936675","1776936675","True","0","0","0.5","0","True","False","False","",""
"223898577","76561199807389254","0","10","235","235","235","1776936493","english","Theres a negev on site on b","1776936728","1776936728","True","0","0","0.5","0","True","False","False","",""
"223898621","76561199867392266","0","1","3939","2950","3659","1776956703","english","nice game","1776936800","1776936800","True","0","0","0.5","0","True","False","False","",""
"223898822","76561199175056557","22","2","43050","1920","43050","1776852292","english","такое","1776937151","1776938207","True","0","0","0.5","0","True","False","False","",""
"223898893","76561199031295365","0","1","597","252","522","1776942014","english","sd","1776937283","1776937283","True","0","0","0.5","0","True","False","False","",""
"223898933","76561198733288700","1","1","3751","2306","3538","1776955541","english"," d wd abwaebawdawbdwadb","1776937351","1776937351","True","0","0","0.5","0","True","False","False","",""
"223899009","76561199494163901","0","2","835","750","695","1776945922","english","yeah","1776937487","1776937487","True","0","0","0.5","0","True","False","False","",""
"223899013","76561198988901681","0","12","7068","161","6907","1776947139","english","plant B","1776937492","1776937492","True","0","0","0.5","0","True","False","False","",""
"223899185","76561199097490413","2","1","49593","1448","49593","1776782848","english","Nice AC Volvo, some guy with SSG be jumping while looking down and headshots my whole team, LUCKILY.","1776937792","1776937792","True","0","0","0.5","0","True","False","False","",""
"223899278","76561199389109834","0","2","17221","2286","17177","1776948847","english","Пока меня еб#т под А плентом, мои тиммейты на Б, уже кальян на четверых забили.
10 порванных жоп из 10","1776937952","1776937952","True","0","0","0.5","0","True","False","False","",""
"223899279","76561199555628576","8","2","12314","1579","12144","1776948375","english","idk","1776937953","1776937953","True","0","0","0.5","0","True","False","False","",""
"223899349","76561199097931459","0","1","1342","112","1342","1776937861","english","worst game with a worse fanbase","1776938070","1776938070","False","1","0","0.514925360679626465","0","True","False","False","",""
"223899429","76561198836557387","4","1","11645","112","11639","1776938530","english","gay","1776938208","1776938208","True","0","0","0.485074609518051147","0","True","False","False","",""
"223899672","76561199718365103","13","1","2248","1075","2218","1776939932","english","1","1776938610","1776938610","True","0","0","0.5","0","True","False","False","",""
"223899701","76561198774977523","0","2","22699","1968","22675","1776941454","english","Anti-Cheat sistem ♥♥♥♥♥♥♥♥,Dont play ♥♥♥♥ game game full cheaters,vac jarking off ♥♥♥♥","1776938659","1776938659","False","0","0","0.5","0","True","False","False","",""
"223899728","76561199158787539","8","1","6759","1681","6437","1776956280","english","nice game for playing with friends","1776938694","1776938694","True","0","0","0.5","0","True","False","False","",""
"223899748","76561198997378587","8","1","27405","771","27405","1776938604","english","Extremely racist players.","1776938708","1776938708","False","1","0","0.523809552192687988","0","True","False","False","",""
"223899765","76561198880799902","110","7","46301","1544","46156","1776947593","english","bark!!","1776938730","1776938730","True","0","0","0.5","0","True","False","False","",""
"223899870","76561199170586236","4","1","14299","853","14299","1776936421","english","good","1776938894","1776938894","True","0","0","0.5","0","True","False","False","",""
"223899899","76561199824674379","0","1","2938","83","2855","1776943856","english","best game ive played so far, makes me wanna go to an alter and give myself to the spirit world","1776938933","1776938933","False","0","0","0.5","0","True","False","False","",""
"223900025","76561198788260496","1","1","17641","1569","17376","1776955968","english","ZDSKPORAGOK, SDFG SFDGHSFGHDGDFSH
","1776939112","1776939112","True","0","0","0.5","0","True","False","False","",""
"223900079","76561198729285922","5","1","257","257","174","1776943935","english","yes","1776939195","1776939195","True","0","0","0.476190477609634399","0","True","False","False","",""
"223900144","76561198848528197","0","29","3922","2017","3638","1776955813","english","https://steamcommunity.com/sharedfiles/filedetails/?id=3712295506","1776939297","1776939297","True","0","0","0.5","0","True","False","False","",""
"223900312","76561199564566944","1","1","31684","708","31663","1776947078","english","this is best game","1776939540","1776939540","True","0","0","0.5","0","True","False","False","",""
"223900855","76561198786616516","15","8","11734","244","11734","1776684901","english","Fix ur vac","1776940331","1776940331","False","0","0","0.5","0","True","False","False","",""
"223900868","76561198717440992","0","1","927","509","783","1776954021","english","it is a fun  game  and if you play with friends it will be funnier btw if u want a knife its EXPENSIVE","1776940358","1776940358","True","0","0","0.5","0","True","False","False","",""
"223901031","76561198042448718","0","1","616","418","616","1776934188","english","The old cs vibe with upgraden graphics.","1776940598","1776940598","True","0","0","0.5","0","True","False","False","",""
"223901329","76561199776189769","49","5","5369","574","5296","1776955946","english","looking forward to waste my life on this game","1776940973","1776940973","True","0","0","0.5","0","True","False","False","",""
"223901504","76561199042922849","5","1","667","1","667","1776941197","english","nice anticheat","1776941212","1776941212","False","0","0","0.5","0","True","False","False","",""
"223901568","76561199786943824","0","3","70861","5556","70861","1776939961","english","as long as i get to troll idc","1776941295","1776941295","True","0","0","0.485074609518051147","0","True","False","False","",""
"223901818","76561198297393503","99","1","173399","1175","173399","1776846524","english","crippling debt and addiction","1776941639","1776941639","True","1","0","0.514925360679626465","0","True","False","False","",""
"223901837","76561199868255335","0","3","1544","240","1457","1776947240","english","goon-d","1776941661","1776941661","True","0","0","0.485074609518051147","0","True","False","False","",""
"223901908","76561198740819859","2","1","9162","1440","8911","1776956395","english","fps drops sucks","1776941790","1776941790","True","0","0","0.5","0","True","False","False","",""
"223902162","76561199837510568","0","4","415","269","261","1776953731","english","amazing","1776942133","1776942133","True","0","0","0.5","0","True","False","False","",""
"223902193","76561198121298636","52","9","58702","101","58702","1775884876","english","kind of ♥♥♥♥ kind of good","1776942167","1776942167","True","0","0","0.5","0","True","False","False","",""
"223902574","76561198724640278","8","1","1941","813","1910","1776951368","english","A great game, if you don't play it","1776942650","1776942650","True","1","0","0.514925360679626465","1","True","False","False","",""
"223902650","76561199884632275","0","3","26065","1987","26065","1776879349","english","nice aim","1776942751","1776942751","True","0","0","0.485074609518051147","0","True","False","False","",""
"223902837","76561199792880208","0","1","83413","1743","83307","1776953975","english","on9 game","1776943025","1776943025","False","0","1","0.485074609518051147","0","True","False","False","",""
"223902956","76561199809030576","0","5","238","209","238","1776943145","english","hate it i love it","1776943196","1776943196","True","0","0","0.485074609518051147","0","True","False","False","",""
"223903186","76561199473036963","3","1","469","265","362","1776949932","english","BEST game ever xxxxx","1776943530","1776943530","True","0","0","0.5","0","True","False","False","",""
"223903247","76561199304317490","0","1","19173","460","19130","1776946181","english","its good","1776943617","1776943617","True","0","0","0.5","0","True","False","False","",""
"223903265","76561199813386371","20","2","12617","1352","12517","1776949472","english","play this game if you love seeing someone turn into a helicopter and kill your entire team with a scout
10/10 i've wasted my time on this game and im proud of it","1776943636","1776943636","True","0","0","0.5","0","True","False","False","",""
"223903451","76561198401367251","2","1","166491","2418","166281","1776956357","english","Entertanining game","1776943883","1776943883","True","0","0","0.5","0","True","False","False","",""
"223904126","76561198354182772","17","3","2145","0","2145","1715937368","english","mad people but great","1776944799","1776944799","True","0","0","0.5","0","True","False","False","",""
"223904180","76561199813928224","0","3","605","5","605","1776622964","english","the beter
","1776944862","1776944862","True","0","0","0.5","0","True","False","False","",""
"223904375","76561198710272905","0","1","83","83","83","1776944597","english","Would be better with less cheaters.","1776945099","1776945099","True","1","0","0.523809552192687988","0","True","False","False","",""
"223904514","76561198986448579","85","7","1678","626","1667","1776955045","english","oh my strike im counting it 2","1776945302","1776945302","True","0","0","0.5","0","True","False","False","",""
"223904618","76561198747153660","0","1","2508","2373","2508","1776945342","english","Too many hackers and Valve is not stepping up to fix the issue. Play a different game instead. It's not worth the time or anger.","1776945428","1776945428","False","0","0","0.5","0","True","False","False","",""
"223904830","76561199157845533","33","2","40015","2372","39864","1776954408","english","SA","1776945703","1776945703","True","0","0","0.5","0","True","False","False","",""
"223904877","76561199745697430","1","1","9499","1914","9372","1776951874","english","nc","1776945760","1776945760","True","0","0","0.5","0","True","False","False","",""
"223904987","76561199520244964","0","1","2198","1061","2149","1776948726","english","this game is really addicting and very fun,it becomes the bets game on steam if you buy premuim","1776945887","1776945887","True","0","0","0.5","0","True","False","False","",""
"223905144","76561199475503097","18","9","4936","0","4936","1764437473","english","russia","1776946045","1776946045","True","0","0","0.5","0","True","False","False","",""
"223905276","76561199583324191","9","2","14745","467","14725","1776949128","english","Very good nice VAC","1776946229","1776946229","True","0","0","0.5","0","True","False","False","",""
"223905741","76561199575538267","12","4","4236","2082","4201","1776952838","english","This games shows you the cruel reality of world. This world have a hatred for Jewish people of Muslim origin, I have been a victim of constant hatred and bullying against jewish muslims in the game.

But I as a Jewish Muslim love this game, because this game allows me to be a terrorist which helps me connect to my muslim roots, and the community market helps me to connect to my current jewish identity.

Israel has a right to exist, Allah hu Akbar.
10/10","1776946814","1776946814","True","0","0","0.5","0","True","False","False","",""
"223905809","76561199779538091","8","4","1004","1","1004","1776946863","english","just perfect
","1776946916","1776946916","True","0","0","0.5","0","True","False","False","",""
"223905984","76561199036509836","47","4","2875","1139","2875","1776945536","english","Play CS2
Get Mad
Want to touch grass
Dont touch grass
Repeat","1776947104","1776947104","True","0","0","0.5","0","True","False","False","",""
"223906061","76561198793980741","0","1","741","328","688","1776949659","english","its so fun when every game is a cheater","1776947182","1776947182","True","0","0","0.5","0","True","False","False","",""
"223906113","76561199790909738","17","4","41574","1342","41481","1776952846","english","pzd the best game","1776947254","1776947254","True","0","0","0.5","0","True","False","False","",""
"223906132","76561198301369929","2","1","7935","1243","7924","1776947920","english","Very good game but a lot of cheaters","1776947287","1776947287","True","0","0","0.5","0","True","False","False","",""
"223906493","76561198045124306","8","1","30390","137","30381","1776948043","english","I enjoy griefing on this game ^^","1776947697","1776947697","True","0","0","0.5","0","True","False","False","",""
"223906818","76561198738677650","3","1","1508","310","1506","1776948304","english","it's a good game","1776948086","1776948086","True","0","0","0.5","0","True","False","False","",""
"223907031","76561198747861947","0","2","1157","223","1122","1776950426","english","is good","1776948332","1776948332","True","0","0","0.5","0","True","False","False","",""
"223907099","76561198258226437","135","6","10964","983","10964","1776946592","english","since I suffer in real life why not suffer in cs as well :)","1776948408","1776948408","True","0","0","0.5","0","True","False","False","",""
"223907109","76561199044126260","10","1","15430","2395","15430","1776955610","english","Amazing","1776948418","1776948418","True","0","0","0.5","0","True","False","False","",""
"223907492","76561199098462117","0","1","19480","2385","19367","1776953872","english","PEAK","1776948862","1776948862","True","0","0","0.476190477609634399","0","True","False","False","",""
"223907504","76561199574679162","13","1","60288","3710","60168","1776956054","english","good hha","1776948876","1776948876","True","0","0","0.476190477609634399","0","True","False","False","",""
"223907594","76561198957815399","15","1","150333","1063","150236","1776953271","english","Best game","1776948997","1776948997","True","1","0","0.523809552192687988","0","True","False","False","",""
"223907697","76561198854276285","39","3","77031","1183","76947","1776952687","english","ZALUPA","1776949108","1776949108","False","0","0","0.5","0","True","False","False","",""
"223907733","76561198033893799","30","2","110932","18056","110932","1776949020","english","GG","1776949141","1776949141","True","0","0","0.476190477609634399","0","True","False","False","",""
"223907819","76561198009152639","826","7","22499","387","22439","1776955520","english","Prime is full of cheaters and deathmatch full of bots.
","1776949243","1776949243","False","0","0","0.5","0","True","False","False","",""
"223907870","76561199075475230","0","3","2474","10","2474","1776802129","english","I cannot express my love enough for this game, this player base means the world to me and there's nothing else I would trade it for.","1776949320","1776949320","True","0","0","0.5","0","True","False","False","",""
"223907892","76561198068659293","29","1","32761","7563","32669","1776955019","english","...","1776949344","1776949843","False","0","0","0.5","0","True","False","False","",""
